ID,Title,Studio,Status,Sound,Versions,RecRetPrice,Rating,Year,Genre,Aspect,Rank
1394,Rosemary's Baby,Paramount,Out,1,"LBX, 16:9",29.99,R,1968,Horror,1.66:1,368
1395,Dead Zone,Paramount,Out,5.1,"LBX, 16:9",24.95,R,1983,Horror,1.85:1,1635
1396,Pet Sematary,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1989,Horror,1.85:1,599
1397,Diamonds Are Forever: Special Edition,MGM/UA,Discontinued,1,"LBX, 16:9",26.98,PG,1971,Action/Adventure,2.35:1,427
1398,From Russia With Love (Special Edition),MGM/UA,Discontinued,1,"LBX, 16:9",26.98,PG,1963,Action/Adventure,1.66:1,1376
1399,Living Daylights (Special Edition),MGM/UA,Discontinued,5.1,"LBX, 16:9",26.98,PG,1987,Action/Adventure,2.35:1,2218
1400,Never Say Never Again,MGM/UA,Out,SUR,"LBX, 16:9",19.98,PG,1983,Action/Adventure,2.35:1,1274
1401,Octopussy (Special Edition),MGM/UA,Discontinued,2,"LBX, 16:9",26.98,PG,1983,Action/Adventure,2.35:1,2188
1402,View To A Kill: Special Edition,MGM/UA,Discontinued,2,"LBX, 16:9",26.98,PG,1985,Action/Adventure,2.35:1,2036
1403,You Only Live Twice (Special Edition),MGM/UA,Discontinued,1,"LBX, 16:9",26.98,PG,1967,Action/Adventure,2.35:1,1165
1404,James Bond Collection #3 (Special Edition),MGM/UA,Discontinued,2,"LBX, 16:9",134.96,PG,1979,Action/Adventure,VAR,1303
1405,Final Destination: Platinum Edition,New Line,Out,5.1,LBX,24.98,R,2000,Horror,1.85:1,2084
1406,Any Given Sunday,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1999,Drama,2.35:1,430
1407,Elvis: That's The Way It Is,Warner Brothers,Out,2,"4:3, LBX, 16:9",24.98,NR,1970,Music,2.35:1,222
1408,Treasures Of The Twilight Zone,Panasonic,Discontinued,1,4:03,24.95,NR,1978,TV Classics,1.33:1,1556
1409,2010 (a.k.a. Two Thousand And Ten),Warner Brothers,Out,5.1,LBX,24.98,PG,1984,SciFi,2.35:1,873
1410,Beyond The Mat (Special Edition/ R Rated Version),Universal,Out,SUR,4:03,29.98,R,2000,Special Interest,1.33:1,677
1411,Brainstorm,Warner Brothers,Out,SUR,LBX,24.98,PG,1983,SciFi,2.35:1,687
1412,Logan's Run: Special Edition,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,PG,1976,SciFi,2.35:1,1714
1413,Westworld,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,PG,1973,SciFi,2.35:1,261
1414,Jurassic Park (Special Edition/ Pan & Scan/ Dolby Digital),Universal,Out,5.1,4:03,26.98,PG-13,1993,SciFi,1.33:1,2145
1415,Circuit #7,Warner Music,Out,5.1,"4:3, LBX",14.98,NR,2000,Music,1.85:1,1889
1416,Jurassic Park Collection (Special Edition/ Pan & Scan),Universal,Out,5.1,4:03,53.98,PG-13,1972,SciFi,1.33:1,1811
1417,Lost World: Jurassic Park (Special Edition/ Pan & Scan/ Dolby Digital),Universal,Out,5.1,4:03,26.98,PG-13,1997,SciFi,1.33:1,147
1418,Rules Of Engagement (Special Edition),Paramount,Out,5.1,"LBX, 16:9",29.99,R,2000,Drama,2.35:1,141
1419,La Femme Nikita,MGM/UA,Out,5.1,"LBX, 16:9",19.98,R,1990,Drama,2.35:1,778
1420,Gladiator,Paramount,Out,5.1,"LBX, 16:9",24.95,R,2000,Action/Adventure,2.35:1,792
1421,Passion Of Mind,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,2000,Drama,1.85:1,237
1422,Playboy Centerfold: Jodi Ann Paterson: 2000 Playmate Of The Year,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,1018
1423,Playboy Girls Of Hedonism,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,264
1424,Playboy Lusty Latin Ladies,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,1367
1425,Playboy No Boys Allowed,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,2101
1426,RPM (Special Edition),Paramount,Out,5.1,4:03,29.99,R,2000,Action/Adventure,1.33:1,541
1427,Star Trek TV #15: Operation Annihilate!/ Catspaw,Paramount,Out,5.1,4:03,19.99,NR,1967,TV Classics,1.33:1,335
1428,Star Trek TV #16: Metamorphosis/ Friday's Child,Paramount,Out,5.1,4:03,19.99,NR,1967,TV Classics,1.33:1,1598
1429,Annie Get Your Gun (Special Edition),Warner Brothers,Out,2,4:03,24.98,NR,1950,Musical,1.33:1,1152
1430,Casper's Haunted Christmas,Universal,Out,2,"LBX, 16:9",26.99,G,2000,Animation,1.85:1,722
1431,Chasers,Warner Brothers,Out,5.1,LBX,19.98,R,1994,Comedy,1.85:1,282
1432,Friday The 13th: Part 3,Paramount,Out,1,"LBX, 16:9",29.99,R,1982,Horror,2.35:1,694
1433,Friday The 13th: The Final Chapter,Paramount,Out,1,"LBX, 16:9",29.99,R,1984,Horror,2.35:1,957
1434,Friendly Persuasion,Warner Brothers,Out,2,LBX,24.98,NR,1956,Drama,1.85:1,1833
1435,Gettysburg: Special Edition,Warner Brothers,Out,5.1,LBX,24.98,PG,1993,Action/Adventure,1.85:1,1830
1436,How The Grinch Stole Christmas / Horton Hears A Who (Special Edition),Warner Brothers,Out,1,4:03,19.98,NR,1966,Animation,1.33:1,302
1437,Imaginary Crimes,Warner Brothers,Out,5.1,LBX,19.98,PG,1994,Drama,1.85:1,662
1438,Nutty Professor (1963),Paramount,Out,5.1,"LBX, 16:9",29.99,NR,1963,Comedy,1.85:1,2180
1439,R.E.M.: Parallel,Warner Music,Out,2,4:03,24.99,NR,1995,Music,1.33:1,229
1440,R.E.M.: Pop Screen,Warner Music,Out,2,4:03,19.99,NR,1990,Music,1.33:1,1761
1441,R.E.M.: This Film Is On,Warner Music,Out,2,4:03,24.99,NR,1975,Music,1.33:1,1578
1442,R.E.M.: Tourfilm,Warner Music,Out,2,4:03,24.99,NR,1973,Music,1.33:1,2062
1443,Somewhere In Time: 20th Anniversary Edition,Universal,Out,2,LBX,29.98,PG,1980,SciFi,1.85:1,664
1444,South Park: Christmas In South Park,Warner Brothers,Out,2,4:03,19.98,NR,1999,TV Classics,1.33:1,1427
1445,South Park: The Chef Experience,Warner Brothers,Out,2,4:03,19.98,NR,1999,TV Classics,1.33:1,415
1446,Touch Of Evil,Universal,Out,2,"LBX, 16:9",29.98,NR,1958,Mystery/Suspense,1.85:1,1722
1447,Year Without A Santa Claus,Warner Brothers,Out,1,4:03,19.98,G,1978,Animation,1.33:1,635
1448,Ready To Rumble: Special Edition,Warner Brothers,Out,5.1,LBX,24.98,NR,2000,Comedy,1.85:1,1496
1449,Simpatico,New Line,Out,2,"4:3, LBX, 16:9",24.98,R,2000,Drama,1.85:1,2079
1450,Snow Day (Special Edition),Paramount,Out,5.1,"LBX, 16:9",29.99,PG,2000,Comedy,1.85:1,1366
1451,Friday Fresh Pack: Friday/ Next Friday (Special Edition),New Line,Out,5.1,LBX,49.98,R,1972,Comedy,1.85:1,875
1452,Madonna: Music,Warner Music,Out,2,4:03,8.95,NR,2000,Music,1.33:1,448
1453,Powers Pack: Austin Powers (Special Edition)/ Spy Who Shagged Me (Special Edition),New Line,Out,5.1,"LBX, 16:9",49.98,PG-13,1979,Comedy,1.85:1,1482
1454,Benny And Joon: Special Edition,MGM/UA,Out,SUR,"LBX, 16:9",19.98,PG,1993,Comedy,1.85:1,1792
1455,Jean Claud Van Damme 2-Pack,Universal,Out,5.1,LBX,39.98,R,1975,Action/Adventure,1.85:1,1568
1456,Love And Basketball: Platinum Edition,New Line,Out,2,4:03,24.98,PG-13,2000,Drama,1.33:1,1604
1457,Skulls (Special Edition),Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,2000,Mystery/Suspense,1.85:1,2256
1458,U-571 (Special Edition),Universal,Out,5.1/DTS,"LBX, 16:9",29.66,PG-13,2000,Action/Adventure,2.35:1,830
1459,Kevin Costner 2-Pack,Universal,Out,SUR,"LBX, 16:9",49.98,R,1974,Drama,1.85:1,820
1460,Cats,Universal,Out,5.1,LBX,29.98,NC-17,1998,Musical,1.77:1,1360
1461,Return To Me,MGM/UA,Out,2,4:03,24.98,PG,2000,Comedy,1.33:1,785
1462,Al Pacino Collection: Devil's Advocate/ Dog Day Afternoon/ Heat,Warner Brothers,Out,2,4:03,64.92,R,1971,Drama,1.33:1,2063
1463,Batman Legacy: Batman/ Batman Returns/ Batman Forever/ Batman And Robin,Warner Brothers,Out,5.1,LBX,99.92,PG,1978,SciFi,1.85:1,1416
1464,Extreme Chan Action Pack: First Strike/ Mr. Nice Guy/ Rumble In The Bronx,New Line,Out,2,4:03,69.98,NR,1977,Action/Adventure,1.33:1,210
1465,Grumpy Old Men / Grumpier Old Men,Warner Brothers,Out,5.1,LBX,49.92,PG-13,1975,Comedy,1.85:1,1335
1466,House Party Party Pack: House Party 1-3,New Line,Out,5.1,LBX,69.98,R,1973,Comedy,1.85:1,883
1467,Humphrey Bogart Collection,Warner Brothers,Out,1,4:03,99.92,NR,1973,Drama,1.33:1,1385
1468,John Wayne Collection: The Cowboys / The Searchers/ Stagecoach,Warner Brothers,Out,1,4:03,64.92,NR,1970,Western,1.33:1,766
1469,Lethal Weapon Legacy #1-3 (Director's Cut),Warner Brothers,Out,5.1,LBX,74.92,R,1971,Action/Adventure,2.35:1,533
1470,Robert De Niro 2-Pack,Universal,Out,VAR,"LBX, 16:9",44.98,R,1974,Drama,2.35:1,2185
1471,Filth And The Fury: The Sex Pistols,New Line,Out,SUR,4:03,24.98,R,2000,Music,1.33:1,1727
1472,X-Men Animated Series: Phoenix Saga,Universal,Out,SUR,4:03,26.98,NR,1998,Animation,1.33:1,1538
1473,Talk Radio,Universal,Out,SUR,"LBX, 16:9",26.98,R,1988,Drama,1.85:1,1353
1474,Deal Of A Lifetime,MGM/UA,Out,SUR,LBX,24.98,PG,1999,Comedy,1.85:1,1800
1475,Flintstones: Viva Rock Vegas,Universal,Out,5.1/DTS,"LBX, 16:9",24.98,PG,2000,Family,1.85:1,2191
1476,Playboy 2001 Playmate Calendar,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,743
1477,Playboy Best Of College Girls,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,1334
1478,Playboy Sex Court,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,1104
1479,Playboy Shagalicious British Babes,Universal,Discontinued,2,4:03,24.98,NR,2000,Late Night,1.33:1,532
1480,Powerpuff Girls: Down And Dirty,Warner Brothers,Out,2,4:03,19.98,NR,1998,Animation,1.33:1,603
1481,Powerpuff Girls: Powerpuff Bluff,Warner Brothers,Out,2,4:03,19.98,NR,1998,Animation,1.33:1,1454
1482,Short: International Release,Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,2000,Special Interest,1.85:1,1824
1483,Frequency,New Line,Out,SUR,LBX,24.98,PG-13,2000,SciFi,1.85:1,184
1484,Gossip,Warner Brothers,Out,5.1,LBX,19.99,R,2000,Mystery/Suspense,1.85:1,1699
1485,Luciano Pavarotti: The Recital,Warner Brothers,Out,2,4:03,19.99,NR,1989,Music,1.33:1,1791
1486,Airplane!,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1980,Comedy,1.85:1,1086
1487,Airplane 2: The Sequel,Paramount,Out,1,"LBX, 16:9",29.99,PG,1982,Comedy,1.85:1,1625
1488,Bounty,MGM/UA,Out,5.1,"LBX, 16:9",19.98,PG,1984,Action/Adventure,2.35:1,1770
1489,Class,MGM/UA,Out,1,"4:3, LBX, 16:9",19.98,R,1983,Comedy,1.85:1,1314
1490,Code Of Silence,MGM/UA,Out,1,"4:3, LBX, 16:9",19.98,R,1985,Action/Adventure,1.85:1,1847
1491,Escape From New York,MGM/UA,Out,SUR,"4:3, LBX, 16:9",19.98,R,1981,SciFi,2.35:1,1179
1492,Malice,MGM/UA,Out,SUR,"4:3, LBX, 16:9",19.98,R,1993,Mystery/Suspense,1.85:1,2194
1493,Submerged,Paramount,Out,5.1,"LBX, 16:9",29.99,R,2000,Action/Adventure,1.85:1,250
1494,Tucker: The Man And His Dream,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1988,Drama,2.35:1,1859
1495,Star Trek TV #17: Who Mourns For Adonis/ Amok Time,Paramount,Out,5.1,4:03,19.99,NR,1967,TV Classics,1.33:1,567
1496,Star Trek TV #18: The Doomsday Machine/ Wolf In The Fold,Paramount,Out,5.1,4:03,19.99,NR,1967,TV Classics,1.33:1,1977
1497,Nightmare On Elm Street 2: Freddy's Revenge,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1985,Horror,1.85:1,708
1498,Nightmare On Elm Street 3: Dream Warriors,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1987,Horror,1.85:1,1666
1499,Nightmare On Elm Street 4: The Dream Maker,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1988,Horror,1.85:1,1937
1500,Nightmare On Elm Street 5: The Dream Child,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1989,Horror,1.85:1,1259
1501,Freddy's Dead: The Final Nightmare,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1991,Horror,1.85:1,1016
1502,Wes Craven's New Nightmare,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1994,Horror,1.85:1,984
1503,Bananas,MGM/UA,Out,2,"4:3, LBX",19.98,PG-13,1971,Comedy,1.85:1,2254
1504,Best Years Of Our Lives (MGM/UA),MGM/UA,Out,1,4:03,19.98,NR,1946,Drama,1.33:1,2288
1505,Blue's Big Musical Movie: Blue's Clues,Paramount,Out,SUR,4:03,24.99,NR,2000,Family,1.33:1,640
1506,Boiler Room: Platinum Edition,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,2000,Drama,1.85:1,182
1507,Clint Eastwood Collection Gift Set,Warner Brothers,Out,VAR,VAR,99.98,VAR,1974,VAR,VAR,138
1508,Democrats: The American Experience Presidents Collection,Warner Brothers,Out,2,4:03,79.98,VAR,1978,Other,1.33:1,848
1509,Easy Money (MGM/UA),MGM/UA,Out,2,"4:3, LBX",19.98,R,1983,Comedy,1.85:1,2000
1510,Everything You Always Wanted To Know About Sex But Were Afraid To Ask,MGM/UA,Out,2,"4:3, LBX",19.98,R,1972,Comedy,1.85:1,301
1511,"It's The Pied Piper, Charlie Brown",Paramount,Out,2,4:03,19.99,NR,2000,Animation,1.33:1,1493
1512,Lethal Weapon 4: Premiere Collection,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1998,Action/Adventure,2.35:1,1720
1513,Liberty Heights,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1999,Drama,1.85:1,391
1514,Life Beyond Earth,Warner Brothers,Out,2,LBX,29.98,NR,1999,Other,1.85:1,491
1515,Republicans: The American Experience Presidents Collection,Warner Brothers,Out,2,4:03,79.98,NR,1979,Other,1.33:1,1776
1516,Short #9: Trust,Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,2000,Other,VAR,1006
1517,Big Sleep (Warner),Warner Brothers,Out,1,4:03,19.98,NR,1946,Mystery/Suspense,1.33:1,167
1518,But I'm A Cheerleader,Universal,Out,SUR,"LBX, 16:9",24.98,R,2000,Comedy,1.85:1,1575
1519,Flinstones: Viva Rock Vegas,Universal,Out,5.1/DTS,"LBX, 16:9",24.98,PG,2000,Comedy,1.85:1,1307
1520,Jailhouse Rock (Warner),Warner Brothers,Out,1,"4:3, LBX, 16:9",24.98,NR,1957,Musical,2.35:1,998
1521,Jurassic Park Collection: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",53.98,PG-13,1970,Action/Adventure,1.85:1,1471
1522,Jurassic Park Collection: Limited Collector's Edition,Universal,Out,5.1,"LBX, 16:9",119.98,PG-13,1973,Action/Adventure,1.85:1,1230
1523,Jurassic Park: Lost World: Collector's Edition (DTS),Universal,Out,DTS,"LBX, 16:9",26.98,PG-13,1997,Action/Adventure,1.85:1,324
1524,Land Before Time 7: The Stone Of Cold Fire,Universal,Out,5.1,4:03,24.98,G,2000,Family,1.33:1,1212
1525,8 1/2 Women,Universal,Out,SUR,"LBX, 16:9",24.98,R,1999,Drama,1.66:1,568
1526,How The West Was Won (Discontinued),MGM/UA,Out,SUR,LBX,24.98,NR,1962,Western,2.35:1,199
1527,Jurassic Park: Lost World: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,1997,Action/Adventure,1.85:1,1053
1528,Playboy: Sex Court,Universal,Out,2,4:03,24.98,UR,1971,Late Night,1.33:1,716
1529,Screwed,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,2000,Comedy,1.85:1,397
1530,Billy Jack (Warner),Warner Brothers,Out,1,4:03,14.98,PG,1971,Drama,1.33:1,1533
1531,Born On The Fourth Of July: Collector's Edition,Universal,Out,5.1,LBX,26.98,R,1989,Drama,2.35:1,318
1532,Stephen Hawking's Universe,Warner Brothers,Out,2,4:03,59.98,NR,1997,Other,1.33:1,2170
1533,Strangers On A Train (Remastered Version),Warner Brothers,Out,2,4:03,19.98,NR,1951,Mystery/Suspense,1.33:1,2103
1534,Playboy: Best Of College Girls,Universal,Out,2,4:03,24.98,UR,2000,Late Night,1.33:1,1890
1535,U-571: Collector's Edition,Universal,Out,5.1/DTS,"LBX, 16:9",26.98,PG-13,2000,Action/Adventure,2.35:1,332
1536,Pitch Black: Collector's Edition (R Rated Version),Universal,Out,5.1/DTS,"LBX, 16:9",26.98,R,2000,Horror,2.35:1,1352
1537,Playboy: 2001 Playmate Calendar,Universal,Out,2,4:03,24.98,UR,2000,Late Night,1.33:1,216
1538,Playboy: Shagalicious British Babes,Universal,Out,2,4:03,24.98,UR,1971,Late Night,1.33:1,1123
1539,Skulls: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,2000,Mystery/Suspense,1.85:1,845
1540,Crush (Warner),Warner Brothers,Out,5.1,LBX,24.98,R,1993,Horror,1.85:1,1023
1541,Elvis: That's The Way It Is (Discontinued),MGM/UA,Discontinued,2,"4:3, LBX, 16:9",24.98,G,1970,Music,2.35:1,1461
1542,Pitch Black: Collector's Edition (Unrated Version),Universal,Out,5.1/DTS,"LBX, 16:9",26.98,UR,2000,Horror,2.35:1,1997
1543,Year Of Living Dangerously (Discontinued),MGM/UA,Discontinued,2,"LBX, 16:9",24.98,PG,1983,Drama,2.25:1,1067
1544,Mission Impossible 2: Special Edition,Paramount,Out,5.1,"LBX, 16:9",29.99,R,2000,Action/Adventure,2.35:1,1276
1545,American Pimp (MGM/UA),MGM/UA,Out,SUR,"LBX, 16:9",19.98,R,2000,Special Interest,1.85:1,384
1546,"Star Trek: The Original Series, Volume 17",Paramount,Out,5.1,4:03,19.99,NR,1967,TV Classics,1.33:1,1657
1547,"Star Trek: The Original Series, Volume 18",Paramount,Out,5.1,4:03,19.99,NR,1967,TV Classics,1.33:1,10
1548,"Planes, Trains And Automobiles",Paramount,Out,5.1,"LBX, 16:9",29.99,R,1987,Comedy,1.85:1,1583
1549,She's Having A Baby,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,1988,Comedy,1.85:1,940
1550,Still Smokin',Paramount,Out,1,"LBX, 16:9",29.99,R,1983,Comedy,1.85:1,1393
1551,Up In Smoke,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1978,Comedy,2.35:1,27
1552,White Christmas (Special Edition),Paramount,Out,5.1,"LBX, 16:9",29.99,NR,1954,Musical,1.85:1,2220
1553,White Christmas: Special Edition,Paramount,Out,5.1,"LBX, 16:9",29.99,NR,1954,Musical,1.85:1,647
1554,Jim Carrey 2-Pack,Universal,Out,5.1,"LBX, 16:9",49.98,VAR,1976,Comedy,1.85:1,2248
1555,Perfect Storm: Special Edition,Warner Brothers,Out,6.1,"4:3, LBX, 16:9",24.98,PG-13,2000,Action/Adventure,2.35:1,631
1556,Perfect Storm: Autographed Collector's Edition,Warner Brothers,Out,6.1,"4:3, LBX, 16:9",200,PG-13,2000,Action/Adventure,2.35:1,867
1557,Perfect Storm: Collector's Edition,Warner Brothers,Out,6.1,"4:3, LBX, 16:9",79.98,PG-13,2000,Action/Adventure,2.35:1,507
1558,Perfect Storm: Platinum Mini-Box Collector's Edition,Warner Brothers,Out,6.1,"4:3, LBX, 16:9",79.98,PG-13,2000,Action/Adventure,2.35:1,1860
1559,League Of Gentlemen: Series #1: Special Edition,Warner Brothers,Out,1,4:03,29.98,NR,1999,TV Classics,1.33:1,918
1560,Running Mates,Warner Brothers,Out,SUR,"LBX, 16:9",19.98,NR,2000,Comedy,1.66:1,49
1561,Short #10: Chaos,Warner Brothers,Out,5.1,LBX,14.98,NR,2000,Special Interest,1.85:1,2100
1562,Luis Miguel: Vivo,Warner Music,Out,2,4:03,24.99,NR,2000,Music,1.33:1,605
1563,Morrissey: Oye Esteban!,Warner Music,Out,2,4:03,24.98,NR,1971,Music,1.33:1,5
1564,Legend: Special Edition,Universal,Postponed,2,"LBX, 16:9",34.98,PG,1985,Fantasy,2.35:1,1177
1565,Pokemon: The Movie 2000,Warner Brothers,Out,5.1,4:03,24.98,G,2000,Animation,1.33:1,669
1566,Alamo,MGM/UA,Out,1,"LBX, 16:9",19.98,NR,1960,Western,2.20:1,2002
1567,At Close Range,MGM/UA,Out,2,"4:3, LBX, 16:9",19.98,R,1984,Drama,2.35:1,2224
1568,Attention Shoppers,MGM/UA,Out,SUR,4:03,19.98,R,1999,Comedy,1.33:1,697
1569,Bat 21,MGM/UA,Cancelled,2,"4:3, LBX, 16:9",19.98,R,1988,Action/Adventure,1.85:1,1664
1570,Breaker! Breaker!,MGM/UA,Out,2,"4:3, LBX, 16:9",19.98,PG,1977,Action/Adventure,1.85:1,2092
1571,Breakheart Pass,MGM/UA,Out,2,"4:3, LBX, 16:9",19.98,PG,1975,Western,1.85:1,915
1572,Dirty Pictures,MGM/UA,Out,SUR,4:03,19.98,R,2000,Drama,1.33:1,2116
1573,Gorky Park,MGM/UA,Out,1,"LBX, 16:9",19.98,R,1983,Drama,1.85:1,2183
1574,House Of Games,MGM/UA,Out,2,"4:3, LBX, 16:9",19.98,R,1987,Mystery/Suspense,1.85:1,2179
1575,Kill Me Again,MGM/UA,Out,1,4:03,19.98,R,1989,Mystery/Suspense,1.33:1,1768
1576,Mouse On The Moon,MGM/UA,Out,1,"4:3, LBX",19.98,NR,1962,Comedy,1.33:1,749
1577,Rancho Deluxe,MGM/UA,Out,1,"4:3, LBX, 16:9",19.98,R,1974,Comedy,1.85:1,1456
1578,Sid And Nancy (Movie-Only Edition),MGM/UA,Out,2,"4:3, LBX, 16:9",19.98,R,1986,Drama,1.85:1,1989
1579,Price Of Glory: Special Edition,New Line,Out,5.1,"4:3, 16:9",24.98,PG-13,2000,Drama,1.85:1,103
1580,Beethoven: Symphony 4 & 5: Daniel Barenboim (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,1979,Music,1.33:1,1362
1581,Hommage A L'Orchestre Lamoureux: Yutaka Sado (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,1974,Music,1.33:1,1007
1582,Jazz At The Movies: The Bedroom Mixes (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,1970,Music,1.33:1,1396
1583,Natalie Merchant: Tigerlily (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,1995,Music,1.33:1,1582
1584,Strauss: Johann Strauss In Berlin: Nikolaus Harnoncourt (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,1970,Music,1.33:1,396
1585,In Crowd: Special Edition,Warner Brothers,Out,5.1,LBX,19.98,PG-13,2000,Mystery/Suspense,1.85:1,2208
1586,Stone Temple Pilots: Core (DVD-Audio),Warner Music,Out,5.1,4:03,24.98,NR,1992,Music,1.33:1,1673
1587,Eddie Murphy Collection: Bowfinger/ Life/ The Nutty Professor 1 & 2,Universal,Out,5.1,"LBX, 16:9",89.99,PG-13,1978,Comedy,1.85:1,1500
1588,Nutty Professor 2: The Klumps: Special Edition,Universal,Out,5.1,"LBX, 16:9",26.99,PG-13,2000,Comedy,1.85:1,1535
1589,Short: International Release #2,Warner Music,Out,2,"4:3, 16:9",14.98,NR,2000,Music,1.85:1,1492
1590,Jaws (Special Edition/ Pan & Scan/ Dolby Digital),Universal,Out,5.1,4:03,26.98,PG,1975,Action/Adventure,1.33:1,1048
1591,Our Lips Are Sealed,Warner Brothers,Out,2,4:03,24.98,NR,2000,Family,1.33:1,656
1592,National Geographic: The Ultimate National Geographic Collection,Warner Brothers,Out,5.1,4:03,149.99,NR,1979,Special Interest,1.33:1,1939
1593,Brandy: The Videos,Warner Music,Out,SUR,4:03,24.99,NR,2000,Music,1.33:1,2289
1594,Corrs: Live At The Royal Albert Hall,Warner Music,Out,SUR,4:03,24.99,NR,2000,Music,1.33:1,2068
1595,Hootie And The Blowfish: Summer Camp With Trucks,Warner Music,Out,SUR,4:03,24.99,NR,1995,Music,1.33:1,1058
1596,"Sugar Ray: No Cerveza, No Trabaja",Warner Music,Out,SUR,4:03,24.99,NR,2000,Music,1.33:1,1145
1597,Survivor: Season #1: The Greatest And Most Outrageous Moments,Paramount,Out,2,4:03,19.99,NR,2000,TV Classics,1.33:1,1787
1598,Tori Amos: The Complete Videos 1992-1998,Warner Music,Postponed,SUR,4:03,24.99,NR,1970,Music,1.33:1,76
1599,Cutting Edge,MGM/UA,Out,SUR,"LBX, 16:9",14.98,PG,1992,Drama,1.85:1,2187
1600,In The Heat Of The Night: Special Edition,MGM/UA,Out,SUR,"LBX, 16:9",19.98,NR,1967,Mystery/Suspense,1.85:1,2132
1601,Love Field,MGM/UA,Out,SUR,LBX,19.98,PG-13,1992,Drama,1.85:1,303
1602,Man In The Moon,MGM/UA,Out,SUR,"LBX, 16:9",14.98,PG-13,1991,Drama,1.85:1,2240
1603,Moll Flanders,MGM/UA,Out,SUR,"LBX, 16:9",19.98,PG-13,1996,Drama,2.35:1,854
1604,Mystic Pizza,MGM/UA,Out,SUR,"LBX, 16:9",19.98,R,1988,Comedy,1.85:1,1452
1605,Organization,MGM/UA,Out,SUR,LBX,19.98,PG-13,1971,Mystery/Suspense,1.85:1,1060
1606,They Call Me Mister Tibbs,MGM/UA,Out,SUR,"LBX, 16:9",19.98,R,1970,Mystery/Suspense,1.85:1,1286
1607,Untamed Heart,MGM/UA,Out,SUR,"LBX, 16:9",19.98,PG-13,1993,Drama,1.85:1,961
1608,When Harry Met Sally: Special Edition,MGM/UA,Out,SUR,"LBX, 16:9",24.98,R,1989,Comedy/Drama,1.85:1,314
1609,Wonder Boys: Special Edition,Paramount,Out,5.1,"LBX, 16:9",29.99,R,2000,Comedy,2.35:1,1672
1610,Alice's Restaurant: Special Edition,MGM/UA,Out,2,LBX,19.98,R,1969,Comedy,1.85:1,1457
1611,Black Caesar: Special Edition,MGM/UA,Out,2,"LBX, 16:9",14.95,R,1973,Action/Adventure,1.85:1,1118
1612,"Black Mama, White Mama",MGM/UA,Out,2,"LBX, 16:9",19.98,R,1973,Action/Adventure,1.85:1,1713
1613,Coffy: Special Edition,MGM/UA,Out,1,LBX,19.98,R,1973,Action/Adventure,1.85:1,1803
1614,Cotton Comes To Harlem,MGM/UA,Out,1,4:03,19.98,R,1970,Action/Adventure,1.33:1,1400
1615,Dance With A Stranger,MGM/UA,Out,2,LBX,19.98,R,1985,Drama,1.85:1,46
1616,Desert Hearts: Special Edition,MGM/UA,Out,1,LBX,19.98,R,1985,Drama,1.85:1,1563
1617,Foxy Brown: Special Edition,MGM/UA,Out,1,"LBX, 16:9",14.95,R,1974,Action/Adventure,1.85:1,1002
